stt,tp,c1,c2a1,c2a2,c2a3,c2a4,c2a5,c2a6,c2a7,c2a8,c2a9,c2b1,c2b2,c2b3,c2c1,c2c2,c2c3,c2c4,c2c5,c2c6,c2d1,c2d2,c2d3,c2d4,c2d5,c2d6,c3,c4.1,c4.2,c5.1,c5.2,c6.1,c6.2,c7,c8,c10,c11.1,c11.2,c12,c13,c14,c15,c16.1,c16.2,c16.3,c16.4,c16.5,c16.6,c16.7,c16.8,c16.9,c16.10,c16.11,c17.1,c17.2,c17.3,c17.4,c17.5,c18,c19.1,c19.2,c19.3,c20.1,c20.2,c20.3,c21,c22.1,c22.2,c22.3,c23a,c23b,c24a,c24b,c25,c26.1,c26.2,c26.3,c27,c28,c29a1,c29a2,c29a3,c29a4,c29a5,c29a6,c29a7,c29b1,c29b2,c29b3,c29b4,c29b5,c29b6,c29c,c30a1,c30a2,c30a3,c30a4,c30a5,c30b1,c30b2,c30b3,c30b4,c30c1,c30c2,c30c3,c30c4,c30c5,c30d1,c30d2,c31.1,c31.2,c32.a1,c32.a2,c32.a3,c32.b1,c32.b2,c32.b3,c33.1,c33.2,c33.3,c34.1,c34.2,c34.3,c35.1,c35.2,c35.3,c36.1,c36.2,c36.3,c36.4,c36.5,c36.6,c36.7,c36.8,c36.9,c36.10,c36.11,c36.12,c37.1,c37.2,c37.3,c37.4,c37.5,tuoi,sonk,gtinh,tncn,tngd,hocvan,nghe,W.TP,hocvan4n
387,2,3,7,18, , , , , , , ,18, , ,18, , , , , ,3,3, , , , ,1,1, ,3, ,4,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,7,5,7,7,7,7,7,7,7,7,4,1,3, , , ,21,1,1,1,1,4,10,1.33,3
388,2,3,7,18, , , , , , , ,7,18, ,7,18, , , , ,2,2, , , , ,1,3, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,7,4,6,6,7,5,6,7,5,6,3,4, , , ,43,2,1,3,3,3,7,1.33,2
389,2,3,4,9,18, , , , , , ,4,9,18,4,9,18, , , ,2,2,2, , , ,1,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7,7,1,2,3, , ,25,5,2,2,2,4,8,1.33,3
390,2,3,7,9, , , , , , , ,7,9, ,7,9, , , , ,2,2, , , , ,3,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,7,6,7,7,6,6,7,6,6,1,3, , , ,18,3,2,2,3,2,8,1.33,1
391,2,4,2,3,7,12,15,18, , , ,7,12,18,2,3,7,12,18, ,3,3,3,3,3, ,3,2, ,3, ,1,1,1, ,2, , ,3,2,2,1,2,3,4,10,15, , , , , , ,2, , , , ,2,1,2,3,2,3, ,1,3, , ,3,3,4,4,3,1, , ,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10, , , ,21, , , ,21, , , , ,21, , , ,4, , , , , , , , ,1, , ,3, , ,7,6,6,6,7,6,7,6,5,6,6,7,3, , , , ,44,3,1,3,2,2,6,1.33,1
392,2,3,7,9,12, , , , , , ,7,9,12,7,9,12, , , ,2,2,2, , , ,4,1, ,3, ,2,2,1, ,2, , ,4,2,3,2,5,7,9,15,17, , , , , , ,5,7,15,17, ,15,1,3,2,3, , ,1,4, , ,4,4,4,4,3,3, , ,3,3,3,4,3,3,4,4,3,3,3,4,4,3,3,3,4,5,13, , ,21, , , ,13, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,4, , ,7,6,7,5,5,7,7,7,7,7,6,7,3,7,13,16, ,22,4,2,1,1,4,10,1.33,3
393,2,3,7,12,13,16,18, , , , ,7,12, ,7,12,13,16,18, ,2,2,2,2,2, ,5,3, ,3, ,2,2,1, ,2, , ,5,2,2,2,2,3,5,7,9,11, , , , , ,5,7,9,15, ,21,1,3,2,2,3, ,2,1,3, ,5,3,5,3,2,1, , ,1,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,5,9, , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,4, , ,5,7,6,7,7,7,7,7,7,7,7,5,3,4,20, , ,35,8,2,3,2,3,6,1.33,2
394,2,4,2,3,4,7,17,18, , , ,7, , ,2, , , , , ,4, , , , , ,4,2, ,3, ,4,4,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,7,7,5,7,5,7,7,7,4,1,3,14,21, ,51,5,1,3,2,3,1,1.33,2
395,2,3,4,7,18, , , , , , ,7, , ,4,7,18, , , ,4,4,4, , , ,2,1, ,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,4,7,7,5,7,7,6,6,7,5,1,3,7,17,21,36,2,1,5,3,1,6,1.33,1
396,2,3,2,16,18,19, , , , , ,18, , ,18,19, , , , ,4,4,4,4, , ,6,1,2,3, ,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,7,7,7,5,7,7,5,7,6,4,1,2,3,6,14,24,7,1,2,2,2,1,1.33,1
397,2,3,2,7,13,14,18,19, , , ,19, , ,2,7,13,14,19, ,1,1,3,1,4, ,5,1, ,3, ,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,5,7,5,7,5,5,5,5,5,1,3,22, , ,20,5,2,1,4,4,10,1.33,3
398,2,3,6,7,12,16,18, , , , ,6, , ,6,7,12,18, , ,3,3,3,3, , ,2,1,2,1,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,5,5,5,5,7,7,5,5,4,1,3,4,17,21,41,5,1,2,2,3,9,1.33,2
399,2,4,2,4,6,7, , , , , ,7, , ,2,6,7,18, , ,1,1,1,1, , ,1,1,2,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,6,7,7,7,7,6,7,7,6,4,3,7,23, , ,48,6,1,2,1,3,8,1.33,2
400,2,3,7,16,18,19, , , , , ,7, , ,7,16,18,19, , ,4,4,4,4, , ,3,1, ,3, ,3,3,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,6,7,5,7,7,4,6,6,5,3,14,17, , ,21,5,1,1,1,4,10,1.33,3
401,2,3,4,7,16,18,19, , , , ,4,7,16,4,7,16,19, , ,1,1,1,1, , ,2,1, ,3, ,4,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,7,5,7,7,7,7,5,7,1,3,14,18, ,37,2,1,3,2,3,7,1.33,2
402,2,4,7,12,16,18,19, , , , ,16,18,19,7,12,16,19, , ,4,4,4,4, , ,5,1,2,3, ,4,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,5,7,3,7,7,7,4,5,4,1,3,17,21, ,47,8,1,3,3,2,6,1.33,1
403,2,4,2,7,12,16,18,19, , , ,2, , ,2,7, , , , ,1,1, , , , ,1,1,2,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,7,7,7,6,7,7,7,7,7,5,1,3,7,16,17,42,4,1,4,2,5,1,1.33,4
404,2,3,4,7,9,12,14,16,18,19, ,9, , ,4,7,9,12,14, ,3,3,3,3,3, ,4,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,3,7,4,7,7,7,7,7,7,1,3,7,19,22,39,7,2,1,2,2,14,1.33,1
405,2,3,4,7,16,18,19, , , , ,19, , ,4,7,15,16,18, ,3,3,3,3,3, ,2,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,2,7,7,7,7,6,7,4,7,4,3,7,22, , ,29,4,1,2,1,3,7,1.33,2
406,2,3,2,4,7,18, , , , , ,4, , ,18, , , , , ,4, , , , , ,4,1,2,3, ,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,5,7,7,5,7,7,7,7,7,4,1,3,19, , ,35,6,2,3,2,5,3,1.33,4
407,2,3,7,18, , , , , , , ,7, , ,7,18, , , , ,4,4, , , , ,3,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,7,7,5,7,6,6,6,6,4,1,3,4,22,22,5,2,1,2,4,10,1.33,3
408,2,3,5,7,9,16,18, , , , ,9, , ,5,7,9,16,18, ,3,3,3,3,3, ,2,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,5,7,7,7,7,7,5,5,7,4,2,3,22, , ,20,2,2,1,1,4,10,1.33,3
409,2,3,4,7,9, , , , , , ,9, , ,4,7,9, , , ,4,4,4, , , ,1,2, ,3, ,3,3,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,4,4,7,7,5,7,7,6,5,5,5,3,19,22, , ,25,5,2,2,2,2,8,1.33,1
410,2,3,2,7,9,13,16,18, , , ,9, , ,7,9,13,16,18, ,1,3,3,3,3, ,4,1,2,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,7,7,5,7,7,5,5,5,6,1,3,4,19, ,25,5,2,3,3,6,3,1.33,4
411,2,3,7,12,16, , , , , , ,12, , ,7,12,16, , , ,4,4,4, , , ,2,1, ,3, ,2,2,1, ,3, , ,1,2,3,2,2,3,4,6,11,15, , , , , ,2,3,6, , ,6,1,3,2,1,2, ,4,6, , ,2,0, , ,4, , , ,1,4,3,2,3,2,4,8,3,5,8,5,5,8,8,3,3,12,15, , ,13,14,18,19,5,6,7,8,9,21, , , , , , , , , , , , , , , , , , ,5,7,5,7,7,5,7,6,6,6,6,4,1,3,5,13, ,40,3,1,3,2,3,14,1.33,2
412,2,3,2,4,7,12,18, , , , ,7, , ,2,7,12,18, , ,1,2,2,2,1, ,3,1, ,3, ,1,1,1, ,2, , ,2,2,3,2,2,3,6,8,9,15,16,20, , , ,4,13,15, , ,4,1,3,2,2, , ,2,3, , ,2,2, , ,2,2, , ,1,5,4,4,3,3,3,4,5,2,3,4,3,2,3,3,2,4, , , ,21, , , ,9,10, , , ,21, , , , , , , , , , , , ,1,2, ,4,4, ,5,7,7,7,7,4,7,7,7,5,7,5,1,3,17, , ,33,3,1,3,2,5,5,1.33,4
413,2,3,4,6,7,9,12,13,14, , ,9, , ,4,9,12,13,14, ,1,1,1,1,1, ,6,1,2,3, ,2,2,1, ,3, , ,5,2,3,4,1,2,4,5,7,8,9,11, , , ,5,7,9, , ,15,3,2,1,1,2, ,2,1,2, ,6,6,13,13,1,1,2, ,4,4,4,4,5,3,3,3,2,5,5,5,3,3,5,3,21, , , , ,21, , , ,6,9, , , ,21, , , ,1, , ,1, , ,3, , ,1, , ,3, , ,5,7,5,7,7,5,7,7,7,5,5,5,1,2,3,6,22,28,6,2,3,5,5,1,1.33,4
414,2,4,2,4,8,10,12,13,16,18, ,13, , ,10,13,18,19, , ,3,3,3,3, , ,2,1,2,3, ,2,2,2,6,3, , ,3,2,3,2,2,3,4,5,6,7,8,9,14,15,19,2,5,11,13, ,15,1,2,3,2, , ,1,1,2, ,3,3,6,6,1,2, , ,7,4,4,4,4,2,3,3,3,4,4,2,4,3,3,3,21, , , , ,21, , , ,21, , , , ,21, , , ,1, , ,1, , ,4, , ,1, , ,3, , ,4,7,7,7,6,4,7,5,7,7,5,5,1,3,19,22, ,26,7,2,3,3,5,3,1.33,4
415,2,3,7,9,18,19, , , , , ,7,9,18,7,9,18,19, , ,1,1,1,2, , ,4,1,3,1,3,2,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,6,7,7,6,7,7,7,5,4,7,1,2,17,21, ,27,5,1,2,2,3,7,1.33,2
416,2,4,5,7,9,13,16,18,19, , ,16,19, ,5,7,16,18,19, ,1,1,2,1,2, ,1,1,2,3,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,4,7,7,5,7,4,6,3,3,5,1,3,7, , ,28,1,1,2,1,2,5,1.33,1
417,2,4,4,7,9,14,18,19, , , ,7,9,18,4,7,9,14,18, ,2,2,2,2,2, ,3,1,3,1,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,2,5,4,7,5,7,5,7,4,6,7,1,3,17, , ,26,8,1,3,3,2,7,1.33,1
418,2,3,7,13,14,16,18, , , , ,13,18, ,7,13,16,18, , ,2,2,2,2, , ,5,2, ,2,3,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,4,3,7,7,7,6,6,4,7,7,7,1,2,7,13, ,21,5,2,2,4,2,8,1.33,1
419,2,4,6,7,9,12,13,14,16,18, ,7,13,14,7,13,15,18, , ,1,1,2,2, , ,4,3, ,2,3,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,7,7,4,7,6,7,5,7,6,1,3,9,13,22,31,4,2,3,4,3,7,1.33,2
420,2,3,6,7,12,16,18, , , , ,7,16, ,7,16,18, , , ,2,2,2, , , ,4,1, ,1, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,3,7,7,7,5,4,3,7,5,6,1,2,7, , ,41,6,1,2,3,3,7,1.33,2
421,2,3,7,9,18, , , , , , ,7,9,18,7,9,18, , , ,1,1,1, , , ,2,1, ,3, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,7,7,6,7,6,7,6,4,7,1,3,7,19,22,34,2,2,1,2,3,14,1.33,2
422,2,3,7,13,14,16,18,19, , , ,19, , ,7,13,14,16,18, ,1,1,1,1,1, ,3,2, ,3, ,4,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,4,7,7,7,7,5,3,5,4,7,3,9,13,17,22,29,3,1,2,2,3,14,1.33,2
423,2,3,7,9,18,19, , , , , ,7,19, ,7,9,18,19, , ,1,1,1,1, , ,8,1,4,1,3,2,2,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,4,5,6,3,5,4,5,6,3,4,1,3,13,23, ,54,8,1,1,3,3,7,1.33,2
424,2,3,2,7,9,13,16,18, , , ,2,9,16,2,7,9,13,16, ,1,1,1,1,1, ,4,1,2,1,3,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,5,7,6,7,7,6,7,6,7,1,3,7,14, ,42,4,1,2,2,3,1,1.33,2
425,2,3,7,11,18, , , , , , ,18, , ,18, , , , , ,1, , , , , ,5,1, ,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,6,7,7,4,5,3,4,6,1,3,7,13,17,23,5,1,1,3,4,10,1.33,3
426,2,3,6,7,13,18, , , , , ,7,13,18,6,7,13,18, , ,3,3,3,3, , ,3,1, ,3, ,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,5,7,5,6,7,4,6,4,5,6,1,3,7,13, ,23,4,2,1,2,3,14,1.33,2
427,2,4,2,7,9,12,13,14,16,18, ,12,14,18,12,14,16,18, , ,1,1,2,2, , ,4,1, ,1,3,1,1,1, ,3, , ,1,4,3,1,5,8,9,17,18,19, , , , , ,17, , , , ,21,3,1,2,1,2, ,2,1,5, ,1,1, , ,2,1,3, ,3,4,3,4,5,3,4,8,8,4,4,5,4,4,5,3,5,11,17, , ,19, , , ,21, , , , ,21, , , ,1,3, ,1,3, ,4,3, ,1,3, ,4,4, ,7,7,7,7,7,7,7,2,6,7,7,7,1,3,9,20,22,18,6,2,2,3,2,7,1.33,1
428,2,3,4,7,12,13,16,18,19, , ,18,19, ,7,12,13,18,19, ,1,1,1,2,2, ,11,1,2,3,4,3,1,2,3,2, , ,10,1,3,3,3,5,9,10,17,18,21, , , , ,6,9, , , ,21,3,1,2,1,2,4,2,1,2, ,8,1,2,2,2,1,2,4,7,3,8,5,5,5,3,4,4,4,8,3,8,8,8,3,5,6,9,10,17,19, , , ,21, , , , ,20, , , ,1,3, ,1,3, ,2,3, ,1,2,3,5,2,3,7,5,3,7,7,7,7,7,7,7,3,5,3,6,9,15,22,22,15,2,2,4,3,14,1.33,2
429,2,3,7,9,12,14,18,19, , , ,14,18, ,7,14,18, , , ,1,1,1, , , ,4,2, ,3, ,2,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,7,6,7,7,7,5,7,3,2,7,9,17,21,24,10,1,3,4,4,14,1.33,3
430,2,3,9,12,16,18, , , , , ,18, , ,9,16,18, , , ,1,1,1, , , ,4,1,2,2,3,2,3,1, ,2, , ,2,4,2,3,1,5,9,10,13,16, , , , , ,1,5,9, , ,21,1,3,2,1,4, ,2,1,5, ,4,2,3, ,3,2,4, ,2,2,3,3,5,4,4,2,3,4,4,8,5,4,5,3,1,6,15,16, ,21, , , ,20, , , , ,4, , , ,1,2, ,1, , ,3,8, ,1, , ,4, , ,3,7,7,7,7,7,7,7,4,5,7,7,1,2,3,13,17,36,6,1,3,2,3,5,1.33,2
431,2,3,6,7,12,13,18,19, , , ,7,18,19,6,7,18,19, , ,2,2,2,2, , ,3,1,3,3, ,2,3,2,5,2, , ,2,3,2,2,1,7,8,9,21, , , , , , ,1,9, , , ,5,2,3,1,1,3, ,2,1,4,5,2,2,2,2,3,4, , ,3,5,3,3,4,1,3,3,5,5,3,4,5,4,8,3,1,3,7,9, ,21, , , ,21, , , , ,21, , , ,1,2, ,2, , ,4,3, ,1,3, ,3,4, ,7,7,4,7,7,7,7,7,7,6,5,3,1,3,7,12,13,24,6,1,2,3,4,10,1.33,3
432,2,3,7,12,13,14,19, , , , ,12,13,14,7,12,13,14,19, ,4,4,4,4,4, ,11,1,3,2,3,1,1,1, ,2, , ,10,3,3,1,1,5,7,8,9,13,17,19, , , ,5,7,8,13,21,21,3,1,2,1,2, ,1,1,5, ,10,4, , ,2,3, , ,3,4,3,3,2,3,4,8,8,4,3,4,5,8,5,4,21, , , , ,21, , , ,21, , , , ,21, , , ,1,3, ,1,3, ,3,3, , , , , , , ,7,7,7,7,5,6,7,5,7,6,6,6,1,2,3,13,20,31,11,2,3,5,4,7,1.33,3
433,2,4,6,7,10,11,12,13,16,19, ,7,11,12,6,7,11,12,16, ,1,1,4,4,1, ,3,1,4,3, ,2,2,2,2,2, , ,3,1,1,1,5,9,11,13,15,16,17, , , , ,11,17, , , ,21,1,2,3,2,3, ,1,1,6, ,3,3, , ,2,1, , ,1,5,8,4,8,8,4,8,8,8,8,8,5,4,4,4,21, , , , ,21, , , ,21, , , , ,21, , , ,4, , ,4, , , , , ,1, , ,8, , ,7,7,3,7,5,4,5,5,7,5,7,5,3,7,13,14, ,23,6,2,1,4,4,10,1.33,3
434,2,4,4,6,7,11,12,13,18,19, ,7,11,12,4,6,7,11,12, ,3,3,3,3,3, ,4,1, ,3, ,2,1,1, ,2, , ,4,3,1,2,4,8,15,19, , , , , , , ,4,21, , , ,15,1,3,2,3, , ,2,1,3,5,2,0, , ,3,3, , ,7,5,8,8,8,8,4,5,8,4,4,4,8,8,8,4,4,15, , , ,21, , , ,21, , , , ,21, , , , , , , , , , , , , , , , , , ,6,7,7,7,7,7,7,7,6,7,6,5,1,3,10,12,13,23,8,1,1,2,4,10,1.33,3
435,2,3,9,13, , , , , , , ,13, , ,9,13, , , , ,4,4, , , , ,7,1, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,7,6,7,7,7,7,6,6,1,3,7, , ,27,13,2,3,3,3,12,1.33,2
436,2,3,9,12,18, , , , , , ,9, , ,9,18, , , , ,2,4, , , , ,2,1, ,3, ,2,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,7,7,7,7,7,7,7,7,7,3,7,17, , , ,23,2,2,2,1,5,5,1.33,4
437,2,4,7,9,12,13,16,18,19, , ,9,16, ,7,9,12,13,16, ,1,1,1,1,1, ,4,3, ,3, ,4,4,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,4,7,7,4,7,7,5,7,7,4,1,3,7,15,20,55,6,2,4,3,5,6,1.33,4
438,2,3,7,12, , , , , , , ,7, , ,7, , , , , ,2,4, , , , ,4,1, ,3, ,1,1,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,7,6,7,7,6,7,6,7,7,7,5,14, , , , ,38,5,1,3,3,3,2,1.33,2
439,2,3,7,18, , , , , , , ,7, , ,7, , , , , ,3, , , , , ,4,3, ,3, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,5,7,7,6,7,5,4,7,6,6,13,17,21, , ,31,10,1,3,4,3,6,1.33,2
440,2,3,4,6,7,16,18, , , , ,7,16, ,4,6,7,16,18, ,2,2,2,2,2, ,5,1,4,1, ,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,6,7,6,6,7,7,6,1,17, , , ,43,7,1,2,2,5,6,1.33,4
441,2,3,4,6,9,18,19, , , , ,9, , ,9, , , , , ,2, , , , , ,2,1,2,3, ,2,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,7,7,7,7,7,7,5,6,6,6,1,3, , , ,54,5,2,2,3,4,1,1.33,3
